index,period,org_code,attendances,breaches,performance
2977,2016-07-01,RVW,6330,382,0.94
2981,2016-07-01,RJL,12160,1189,0.9
2983,2016-07-01,RTF,15282,589,0.96
2985,2016-07-01,RW6,23354,4895,0.79
2988,2016-07-01,RQ6,7809,1609,0.79
2991,2016-07-01,RM3,8814,1604,0.82
2992,2016-07-01,RCU,4715,144,0.97
2993,2016-07-01,RHQ,9791,2369,0.76
2996,2016-07-01,RTR,11692,498,0.96
2998,2016-07-01,RE9,5346,444,0.92
3000,2016-07-01,RVY,6509,1407,0.78
3002,2016-07-01,RBN,9194,2126,0.77
3004,2016-07-01,RWJ,8503,1571,0.82
3005,2016-07-01,RMP,7609,1143,0.85
3006,2016-07-01,RTD,10532,423,0.96
3009,2016-07-01,RFR,6982,760,0.89
3010,2016-07-01,RM2,8463,1116,0.87
3011,2016-07-01,RTX,7987,1337,0.83
3013,2016-07-01,RWW,7090,780,0.89
3016,2016-07-01,RBL,8199,1209,0.85
3019,2016-07-01,RRF,8080,835,0.9
3020,2016-07-01,RCB,9561,1213,0.87
3022,2016-07-01,RTK,8631,812,0.91
3027,2016-07-01,RXH,13379,2310,0.83
3030,2016-07-01,RXQ,7460,983,0.87
3036,2016-07-01,RN7,8928,1333,0.85
3037,2016-07-01,RBD,4077,368,0.91
3039,2016-07-01,RVV,13504,3151,0.77
3041,2016-07-01,RXC,10144,1768,0.83
3042,2016-07-01,RDU,21519,2143,0.9
3044,2016-07-01,RTE,11969,1676,0.86
3045,2016-07-01,RN3,7048,1640,0.77
3047,2016-07-01,RN5,9896,1384,0.86
3050,2016-07-01,R1F,3929,755,0.81
3054,2016-07-01,RWF,12947,1861,0.86
3056,2016-07-01,RPA,10415,2127,0.8
3057,2016-07-01,RVJ,7637,1572,0.79
3058,2016-07-01,RBZ,4379,609,0.86
3062,2016-07-01,RTH,11736,1673,0.86
3065,2016-07-01,RK9,8569,1555,0.82
3067,2016-07-01,RD3,6244,542,0.91
3068,2016-07-01,RHU,9742,2519,0.74
3072,2016-07-01,RHW,9569,990,0.9
3074,2016-07-01,REF,6715,1266,0.81
3076,2016-07-01,RH8,8959,695,0.92
3077,2016-07-01,RA2,6109,752,0.88
3078,2016-07-01,RD1,6460,1301,0.8
3080,2016-07-01,RNZ,4341,453,0.9
3087,2016-07-01,RTP,8406,391,0.95
3089,2016-07-01,RBA,5884,398,0.93
3091,2016-07-01,RDZ,6997,357,0.95
3093,2016-07-01,RA9,6971,819,0.88
3095,2016-07-01,RHM,8859,778,0.91
3097,2016-07-01,RA7,9180,1159,0.87
3099,2016-07-01,RYR,12832,847,0.93
3101,2016-07-01,RA3,5042,778,0.85
3106,2016-07-01,RA4,4175,391,0.91
3107,2016-06-01,RF4,19377,3887,0.8
3110,2016-06-01,R1H,28180,5232,0.81
3115,2016-06-01,RQM,16021,970,0.94
3117,2016-06-01,RJ6,5832,501,0.91
3121,2016-06-01,RVR,12410,691,0.94
3123,2016-06-01,RJ1,12355,1647,0.87
3127,2016-06-01,RQX,10377,745,0.93
3129,2016-06-01,RYJ,9473,2006,0.79
3132,2016-06-01,RJZ,17247,3730,0.78
3135,2016-06-01,RAX,8669,781,0.91
3137,2016-06-01,RJ2,17107,3597,0.79
3139,2016-06-01,R1K,11931,2508,0.79
3143,2016-06-01,RAP,13809,3162,0.77
3148,2016-06-01,RAL,18731,2142,0.89
3151,2016-06-01,RJ7,12896,858,0.93
3154,2016-06-01,RAS,5023,1601,0.68
3159,2016-06-01,RKE,7908,969,0.88
3160,2016-06-01,RRV,11479,922,0.92
3164,2016-06-01,RDD,11187,2169,0.81
3165,2016-06-01,RC1,6078,490,0.92
3168,2016-06-01,RQ3,4656,129,0.97
3169,2016-06-01,RJF,5459,970,0.82
3171,2016-06-01,RGT,9132,2570,0.72
3173,2016-06-01,RFS,6717,1202,0.82
3175,2016-06-01,RDE,6892,951,0.86
3178,2016-06-01,RTG,11631,1683,0.86
3182,2016-06-01,RWH,8682,1996,0.77
3186,2016-06-01,RLT,6448,322,0.95
3190,2016-06-01,RR1,18816,2563,0.86
3193,2016-06-01,RQQ,3887,919,0.76
3194,2016-06-01,RGQ,7287,552,0.92
3196,2016-06-01,RGP,6503,514,0.92
3197,2016-06-01,RNQ,7326,705,0.9
3201,2016-06-01,RC9,8486,132,0.98
3206,2016-06-01,RQ8,7622,1885,0.75
3208,2016-06-01,RD8,7326,600,0.92
3210,2016-06-01,RM1,10653,1184,0.89
3213,2016-06-01,RGN,8127,1477,0.82
3215,2016-06-01,RNS,8658,512,0.94
3219,2016-06-01,RX1,14657,4744,0.68
3226,2016-06-01,RXK,14021,1588,0.89
3229,2016-06-01,RK5,8907,709,0.92
3231,2016-06-01,RXW,10197,2132,0.79
3237,2016-06-01,RJC,5109,229,0.96
3239,2016-06-01,RAJ,8523,1102,0.87
3241,2016-06-01,RNA,8444,466,0.94
3243,2016-06-01,RQW,8240,2487,0.7
3245,2016-06-01,RCX,5174,495,0.9
3246,2016-06-01,RL4,11028,1280,0.88
3248,2016-06-01,RWD,13704,2579,0.81
3249,2016-06-01,RRK,9608,1397,0.85
3250,2016-06-01,RKB,11639,2888,0.75
3253,2016-06-01,RWE,12094,3613,0.7
3256,2016-06-01,RJE,15024,4019,0.73
3259,2016-06-01,RBK,5775,1030,0.82
3262,2016-06-01,RWG,7693,1907,0.75
3264,2016-06-01,RGR,5578,917,0.84
3266,2016-06-01,RWP,10212,2447,0.76
3269,2016-06-01,RLQ,4542,873,0.81
3271,2016-06-01,REM,7032,1701,0.76
3273,2016-06-01,RCF,4665,273,0.94
3274,2016-06-01,RBS,4780,200,0.96
3275,2016-06-01,RFF,7039,314,0.96
3276,2016-06-01,RXL,7555,1417,0.81
3278,2016-06-01,RMC,9387,1377,0.85
3279,2016-06-01,RAE,11165,1047,0.91
3282,2016-06-01,RWY,12781,630,0.95
3284,2016-06-01,RW3,12214,1586,0.87
3287,2016-06-01,RLN,7035,463,0.93
3290,2016-06-01,RJR,5942,820,0.86
3292,2016-06-01,RXP,10957,1073,0.9
3295,2016-06-01,RP5,11424,1108,0.9
3297,2016-06-01,RJN,3982,517,0.87
3299,2016-06-01,RXR,9464,1941,0.79
3302,2016-06-01,RR7,7192,323,0.96
3304,2016-06-01,RCD,4103,198,0.95
3306,2016-06-01,RWA,11197,1769,0.84
3309,2016-06-01,RXN,7573,885,0.88
3312,2016-06-01,RR8,17545,2507,0.86
3318,2016-06-01,RBT,5380,933,0.83
3320,2016-06-01,RXF,20267,3029,0.85
3321,2016-06-01,RNL,7849,705,0.91
3322,2016-06-01,RVW,6005,541,0.91
3326,2016-06-01,RJL,11316,843,0.93
3328,2016-06-01,RTF,14184,741,0.95
3330,2016-06-01,RW6,22114,3921,0.82
3333,2016-06-01,RQ6,7558,1576,0.79
3336,2016-06-01,RM3,8413,503,0.94
3337,2016-06-01,RCU,4658,125,0.97
3338,2016-06-01,RHQ,9146,2400,0.74
3341,2016-06-01,RTR,10875,815,0.93
3343,2016-06-01,RE9,5243,391,0.93
3345,2016-06-01,RVY,6225,1020,0.84
3347,2016-06-01,RBN,8701,2346,0.73
3349,2016-06-01,RWJ,7963,1177,0.85
3350,2016-06-01,RMP,7182,967,0.87
3351,2016-06-01,RTD,9860,536,0.95
3354,2016-06-01,RFR,6538,530,0.92
3355,2016-06-01,RM2,8153,1908,0.77
3356,2016-06-01,RTX,7949,767,0.9
3358,2016-06-01,RWW,6726,658,0.9
3361,2016-06-01,RBL,8088,1286,0.84
3364,2016-06-01,RRF,7386,453,0.94
3365,2016-06-01,RCB,9700,2023,0.79
3367,2016-06-01,RTK,8212,1025,0.88
3372,2016-06-01,RXH,12352,2020,0.84
3375,2016-06-01,RXQ,6941,683,0.9
3382,2016-06-01,RN7,8517,1048,0.88
3383,2016-06-01,RBD,3864,308,0.92
3385,2016-06-01,RVV,12832,2535,0.8
3387,2016-06-01,RXC,9240,1550,0.83
3388,2016-06-01,RDU,19970,1406,0.93
3390,2016-06-01,RTE,11343,1467,0.87
3391,2016-06-01,RN3,6597,934,0.86
3393,2016-06-01,RN5,9135,1527,0.83
3396,2016-06-01,R1F,3574,760,0.79
3400,2016-06-01,RWF,12056,1269,0.89
3402,2016-06-01,RPA,9302,1679,0.82
3403,2016-06-01,RVJ,7083,1262,0.82
3404,2016-06-01,RBZ,4242,634,0.85
3408,2016-06-01,RTH,10937,1501,0.86
3411,2016-06-01,RK9,8109,1078,0.87
3413,2016-06-01,RD3,5757,523,0.91
3414,2016-06-01,RHU,9098,2119,0.77
3418,2016-06-01,RHW,8875,476,0.95
3420,2016-06-01,REF,5981,1044,0.83
3422,2016-06-01,RH8,8399,587,0.93
3423,2016-06-01,RA2,5892,790,0.87
3424,2016-06-01,RD1,6032,1288,0.79
3426,2016-06-01,RNZ,3940,300,0.92
3433,2016-06-01,RTP,7802,282,0.96
3435,2016-06-01,RBA,5215,327,0.94
3437,2016-06-01,RDZ,6350,316,0.95
3439,2016-06-01,RA9,6350,810,0.87
3441,2016-06-01,RHM,8228,581,0.93
3443,2016-06-01,RA7,8821,1173,0.87
3445,2016-06-01,RYR,11799,515,0.96
3447,2016-06-01,RA3,4584,545,0.88
3452,2016-06-01,RA4,3992,454,0.89
3453,2016-05-01,RF4,20827,4492,0.78
3456,2016-05-01,R1H,29397,5366,0.82
3461,2016-05-01,RQM,16705,929,0.94
3463,2016-05-01,RJ6,6274,697,0.89
3467,2016-05-01,RVR,12984,889,0.93
3469,2016-05-01,RJ1,13263,1815,0.86
3473,2016-05-01,RQX,11052,736,0.93
3475,2016-05-01,RYJ,9758,2224,0.77
3478,2016-05-01,RJZ,17656,3515,0.8
3481,2016-05-01,RAX,9241,794,0.91
3483,2016-05-01,RJ2,18202,3064,0.83
3485,2016-05-01,R1K,12786,3145,0.75
3489,2016-05-01,RAP,14979,4059,0.73
3494,2016-05-01,RAL,19574,1733,0.91
3497,2016-05-01,RJ7,13504,960,0.93
3500,2016-05-01,RAS,5268,1992,0.62
3505,2016-05-01,RKE,8540,1205,0.86
3506,2016-05-01,RRV,12155,1419,0.88
3510,2016-05-01,RDD,11812,2089,0.82
3511,2016-05-01,RC1,6508,475,0.93
3514,2016-05-01,RQ3,5042,212,0.96
3515,2016-05-01,RJF,5604,1112,0.8
3517,2016-05-01,RGT,9829,2229,0.77
3519,2016-05-01,RFS,7158,926,0.87
3521,2016-05-01,RDE,7359,1081,0.85
3524,2016-05-01,RTG,12110,1631,0.87
3528,2016-05-01,RWH,9162,2104,0.77
3532,2016-05-01,RLT,6320,470,0.93
3536,2016-05-01,RR1,20285,3106,0.85
3539,2016-05-01,RQQ,4287,1031,0.76
3540,2016-05-01,RGQ,7646,482,0.94
3542,2016-05-01,RGP,6683,345,0.95
3543,2016-05-01,RNQ,7571,991,0.87
3547,2016-05-01,RC9,8932,158,0.98
3552,2016-05-01,RQ8,8025,1758,0.78
3554,2016-05-01,RD8,7651,676,0.91
3556,2016-05-01,RM1,9941,1227,0.88
3559,2016-05-01,RGN,8527,1940,0.77
3561,2016-05-01,RNS,9230,1086,0.88
3565,2016-05-01,RX1,15682,4338,0.72
3572,2016-05-01,RXK,15009,1401,0.91
3575,2016-05-01,RK5,9247,593,0.94
3577,2016-05-01,RXW,10642,1922,0.82
3583,2016-05-01,RJC,5447,263,0.95
3585,2016-05-01,RAJ,8838,1036,0.88
3587,2016-05-01,RNA,8800,627,0.93
3589,2016-05-01,RQW,8693,2350,0.73
3591,2016-05-01,RCX,5496,762,0.86
3592,2016-05-01,RL4,11800,1922,0.84
3594,2016-05-01,RWD,14646,2414,0.84
3595,2016-05-01,RRK,10199,1843,0.82
3596,2016-05-01,RKB,12263,3132,0.74
3599,2016-05-01,RWE,12817,4080,0.68
3602,2016-05-01,RJE,16008,4424,0.72
3605,2016-05-01,RBK,6251,923,0.85
3608,2016-05-01,RWG,8006,1702,0.79
3610,2016-05-01,RGR,5930,775,0.87
3612,2016-05-01,RWP,11100,2957,0.73
3615,2016-05-01,RLQ,4957,846,0.83
3617,2016-05-01,REM,7096,1790,0.75
3619,2016-05-01,RCF,5095,386,0.92
3620,2016-05-01,RBS,5189,332,0.94
3621,2016-05-01,RFF,7393,341,0.95
3622,2016-05-01,RXL,7754,1997,0.74
3624,2016-05-01,RMC,10051,1874,0.81
3625,2016-05-01,RAE,12286,1211,0.9
3628,2016-05-01,RWY,13588,897,0.93
3630,2016-05-01,RW3,13280,1636,0.88
3633,2016-05-01,RLN,7643,699,0.91
3636,2016-05-01,RJR,6232,524,0.92
3638,2016-05-01,RXP,11675,1772,0.85
3641,2016-05-01,RP5,11950,1015,0.92
3643,2016-05-01,RJN,4252,764,0.82
3645,2016-05-01,RXR,10033,2195,0.78
3648,2016-05-01,RR7,7745,332,0.96
3650,2016-05-01,RCD,4304,234,0.95
3652,2016-05-01,RWA,11639,1832,0.84
3655,2016-05-01,RXN,8147,1452,0.82
3658,2016-05-01,RR8,18873,2040,0.89
3664,2016-05-01,RBT,5879,1130,0.81
3666,2016-05-01,RXF,21016,2804,0.87
3667,2016-05-01,RNL,8328,1071,0.87
3668,2016-05-01,RVW,6264,525,0.92
3672,2016-05-01,RJL,11708,920,0.92
3674,2016-05-01,RTF,15060,539,0.96
3676,2016-05-01,RW6,23710,3693,0.84
3679,2016-05-01,RQ6,8027,1905,0.76
3682,2016-05-01,RM3,9015,882,0.9
3683,2016-05-01,RCU,5130,102,0.98
3684,2016-05-01,RHQ,9642,1933,0.8
3687,2016-05-01,RTR,11500,784,0.93
3689,2016-05-01,RE9,5751,473,0.92
3691,2016-05-01,RVY,6394,1201,0.81
3693,2016-05-01,RBN,9206,1872,0.8
3695,2016-05-01,RWJ,8559,1578,0.82
3696,2016-05-01,RMP,7680,602,0.92
3697,2016-05-01,RTD,10941,872,0.92
3700,2016-05-01,RFR,6978,691,0.9
3701,2016-05-01,RM2,8355,2020,0.76
3702,2016-05-01,RTX,8216,912,0.89
3704,2016-05-01,RWW,7126,829,0.88
3707,2016-05-01,RBL,8345,1869,0.78
3710,2016-05-01,RRF,8249,799,0.9
3711,2016-05-01,RCB,10133,2031,0.8
3713,2016-05-01,RTK,8777,1083,0.88
3718,2016-05-01,RXH,13153,1965,0.85
3721,2016-05-01,RXQ,6592,1169,0.82
3728,2016-05-01,RN7,8917,1849,0.79
3729,2016-05-01,RBD,3900,220,0.94
3731,2016-05-01,RVV,13303,3124,0.77
3733,2016-05-01,RXC,9573,1431,0.85
3734,2016-05-01,RDU,20759,1001,0.95
3736,2016-05-01,RTE,11854,1491,0.87
3737,2016-05-01,RN3,6488,830,0.87
3739,2016-05-01,RN5,9736,2263,0.77
3742,2016-05-01,R1F,3545,398,0.89
3746,2016-05-01,RWF,12560,1379,0.89
3748,2016-05-01,RPA,9974,1825,0.82
3749,2016-05-01,RVJ,7336,1749,0.76
3750,2016-05-01,RBZ,4065,603,0.85
3753,2016-05-01,RTH,11810,1747,0.85
3756,2016-05-01,RK9,8542,1832,0.79
3758,2016-05-01,RD3,5988,536,0.91
3759,2016-05-01,RHU,9662,2485,0.74
3763,2016-05-01,RHW,9506,732,0.92
3765,2016-05-01,REF,6293,1574,0.75
3767,2016-05-01,RH8,9129,724,0.92
3768,2016-05-01,RA2,6100,672,0.89
3769,2016-05-01,RD1,5989,873,0.85
3771,2016-05-01,RNZ,4263,252,0.94
3778,2016-05-01,RTP,8317,376,0.95
3780,2016-05-01,RBA,5526,426,0.92
3782,2016-05-01,RDZ,6756,420,0.94
3784,2016-05-01,RA9,6534,1228,0.81
3786,2016-05-01,RHM,8506,734,0.91
3788,2016-05-01,RA7,9309,930,0.9
3790,2016-05-01,RYR,12452,539,0.96
3792,2016-05-01,RA3,4721,503,0.89
3797,2016-05-01,RA4,4156,305,0.93
3798,2016-04-01,RF4,18788,4082,0.78
3801,2016-04-01,R1H,27396,5099,0.81
3806,2016-04-01,RQM,15154,1199,0.92
3808,2016-04-01,RJ6,5904,707,0.88
3812,2016-04-01,RVR,11929,623,0.95
3814,2016-04-01,RJ1,11554,1219,0.89
3818,2016-04-01,RQX,9822,583,0.94
3820,2016-04-01,RYJ,9174,2386,0.74
3823,2016-04-01,RJZ,16688,3608,0.78
3826,2016-04-01,RAX,8328,459,0.94
3828,2016-04-01,RJ2,16802,2908,0.83
3830,2016-04-01,R1K,11715,2652,0.77
3834,2016-04-01,RAP,13604,3730,0.73
3839,2016-04-01,RAL,17771,2013,0.89
3842,2016-04-01,RJ7,12447,1416,0.89
3845,2016-04-01,RAS,4958,1745,0.65
3850,2016-04-01,RKE,7878,1251,0.84
3851,2016-04-01,RRV,11254,1359,0.88
3855,2016-04-01,RDD,10967,2450,0.78
3856,2016-04-01,RC1,5820,357,0.94
3859,2016-04-01,RQ3,4639,164,0.96
3860,2016-04-01,RJF,5517,1134,0.79
3862,2016-04-01,RGT,8889,1103,0.88
3864,2016-04-01,RFS,6540,632,0.9
3866,2016-04-01,RDE,6735,1773,0.74
3869,2016-04-01,RTG,11008,1772,0.84
3873,2016-04-01,RWH,8035,2314,0.71
3877,2016-04-01,RLT,5691,800,0.86
3881,2016-04-01,RR1,18088,2564,0.86
3884,2016-04-01,RQQ,3700,669,0.82
3885,2016-04-01,RGQ,7051,358,0.95
3887,2016-04-01,RGP,5886,289,0.95
3888,2016-04-01,RNQ,6904,1005,0.85
3892,2016-04-01,RC9,7983,128,0.98
3897,2016-04-01,RQ8,7194,1596,0.78
3899,2016-04-01,RD8,6906,476,0.93
3901,2016-04-01,RM1,9072,1443,0.84
3904,2016-04-01,RGN,7832,2032,0.74
3906,2016-04-01,RNS,8299,1063,0.87
3910,2016-04-01,RX1,13901,3392,0.76
3917,2016-04-01,RXK,13407,1569,0.88
3920,2016-04-01,RK5,8139,859,0.89
3922,2016-04-01,RXW,9737,1852,0.81
3928,2016-04-01,RJC,5065,250,0.95
3930,2016-04-01,RAJ,8234,1031,0.87
3933,2016-04-01,RNA,7824,529,0.93
3935,2016-04-01,RQW,7781,1984,0.75
3937,2016-04-01,RCX,4854,617,0.87
3938,2016-04-01,RL4,10811,1613,0.85
3940,2016-04-01,RWD,13130,2555,0.81
3941,2016-04-01,RRK,9044,1195,0.87
3942,2016-04-01,RKB,11187,2972,0.73
3945,2016-04-01,RWE,11449,3406,0.7
3948,2016-04-01,RJE,14718,4227,0.71
3951,2016-04-01,RBK,6077,913,0.85
3954,2016-04-01,RWG,7209,2244,0.69
3956,2016-04-01,RGR,5322,499,0.91
3958,2016-04-01,RWP,9754,2339,0.76
3961,2016-04-01,RLQ,4299,716,0.83
3963,2016-04-01,REM,6585,1332,0.8
3965,2016-04-01,RCF,4564,297,0.93
3966,2016-04-01,RBS,4562,194,0.96
3967,2016-04-01,RFF,6761,473,0.93
3968,2016-04-01,RXL,7076,1605,0.77
3970,2016-04-01,RMC,9224,1822,0.8
3971,2016-04-01,RAE,11005,901,0.92
3974,2016-04-01,RWY,12120,743,0.94
3976,2016-04-01,RW3,11977,1655,0.86
3979,2016-04-01,RLN,6933,769,0.89
3982,2016-04-01,RJR,5671,688,0.88
3984,2016-04-01,RXP,10546,1943,0.82
3987,2016-04-01,RP5,10784,669,0.94
3989,2016-04-01,RJN,3887,659,0.83
3991,2016-04-01,RXR,9069,1573,0.83
3994,2016-04-01,RR7,6736,138,0.98
3996,2016-04-01,RCD,3830,246,0.94
3998,2016-04-01,RWA,10307,1223,0.88
4001,2016-04-01,RXN,8962,1235,0.86
4004,2016-04-01,RR8,16500,1792,0.89
4010,2016-04-01,RBT,5114,708,0.86
4012,2016-04-01,RXF,19118,2219,0.88
4013,2016-04-01,RNL,7296,834,0.89
4014,2016-04-01,RVW,5650,450,0.92
4018,2016-04-01,RJL,10526,1214,0.88
4020,2016-04-01,RTF,13608,728,0.95
4022,2016-04-01,RW6,21068,3501,0.83
4025,2016-04-01,RQ6,7383,2103,0.72
4028,2016-04-01,RM3,7997,587,0.93
4029,2016-04-01,RCU,4849,183,0.96
4031,2016-04-01,RTR,10077,705,0.93
4033,2016-04-01,RE9,4927,436,0.91
4035,2016-04-01,RVY,5746,1240,0.78
4037,2016-04-01,RBN,8212,1523,0.81
4039,2016-04-01,RWJ,7662,1585,0.79
4040,2016-04-01,RMP,6892,520,0.92
4041,2016-04-01,RTD,9712,843,0.91
4044,2016-04-01,RFR,6262,442,0.93
4045,2016-04-01,RM2,7696,1666,0.78
4046,2016-04-01,RTX,7217,1109,0.85
4048,2016-04-01,RWW,6517,915,0.86
4051,2016-04-01,RBL,7132,1423,0.8
4054,2016-04-01,RRF,7368,518,0.93
4055,2016-04-01,RCB,9101,1986,0.78
4057,2016-04-01,RTK,7898,1573,0.8
4062,2016-04-01,RXH,10669,1857,0.83
4065,2016-04-01,RXQ,6475,929,0.86
4072,2016-04-01,RN7,8118,1315,0.84
4073,2016-04-01,RBD,3600,401,0.89
4075,2016-04-01,RVV,11821,2456,0.79
4077,2016-04-01,RXC,8175,1399,0.83
4078,2016-04-01,RDU,18792,1191,0.94
4080,2016-04-01,RTE,10777,1575,0.85
4081,2016-04-01,RN3,6146,1450,0.76
4083,2016-04-01,RN5,8559,1933,0.77
4086,2016-04-01,R1F,3154,729,0.77
4090,2016-04-01,RWF,11282,1088,0.9
4092,2016-04-01,RPA,8878,1970,0.78
4093,2016-04-01,RVJ,6931,1586,0.77
4094,2016-04-01,RBZ,3589,294,0.92
4097,2016-04-01,RTH,10401,1494,0.86
4100,2016-04-01,RK9,7665,1082,0.86
4102,2016-04-01,RD3,5424,593,0.89
4103,2016-04-01,RHU,8563,2647,0.69
4107,2016-04-01,RHW,8569,873,0.9
4109,2016-04-01,REF,5567,1218,0.78
4111,2016-04-01,RH8,7905,542,0.93
4112,2016-04-01,RA2,5399,774,0.86
4113,2016-04-01,RD1,5749,875,0.85
4115,2016-04-01,RNZ,3693,351,0.9
4122,2016-04-01,RTP,7520,654,0.91
4124,2016-04-01,RBA,5102,459,0.91
4126,2016-04-01,RDZ,5921,658,0.89
4128,2016-04-01,RA9,5923,919,0.84
4130,2016-04-01,RHM,7874,1139,0.86
4132,2016-04-01,RA7,8634,1342,0.84
4134,2016-04-01,RYR,11173,416,0.96
4136,2016-04-01,RA3,4205,997,0.76
4141,2016-04-01,RA4,3813,303,0.92
4142,2018-03-01,RF4,21452,6495,0.7
4145,2018-03-01,R1H,28465,6379,0.78
4152,2018-03-01,RQM,18906,1564,0.92
4154,2018-03-01,RJ6,6672,1884,0.72
4157,2018-03-01,RVR,12960,1431,0.89
4160,2018-03-01,RJ1,13467,2581,0.81
4164,2018-03-01,RQX,10768,898,0.92
4166,2018-03-01,RYJ,10057,3828,0.62
4169,2018-03-01,RJZ,16452,6284,0.62
4171,2018-03-01,RAX,9278,1657,0.82
4173,2018-03-01,RJ2,13439,3804,0.72
4175,2018-03-01,R1K,12581,4524,0.64
4179,2018-03-01,RAP,15509,3638,0.77
4181,2018-03-01,RAL,20453,3784,0.81
4184,2018-03-01,RJ7,13421,2726,0.8
4187,2018-03-01,RAS,5744,2944,0.49
4192,2018-03-01,RRV,11760,1814,0.85
4195,2018-03-01,RKE,9218,1551,0.83
4198,2018-03-01,RDD,12757,2433,0.81
4199,2018-03-01,RC1,6457,1056,0.84
4202,2018-03-01,RQ3,4970,153,0.97
4203,2018-03-01,RJF,5376,577,0.89
4205,2018-03-01,RGT,10125,3292,0.67
4207,2018-03-01,RFS,7087,1081,0.85
4209,2018-03-01,RDE,8159,572,0.93
4212,2018-03-01,RTG,11070,2850,0.74
4216,2018-03-01,RWH,9125,2645,0.71
4220,2018-03-01,RLT,6977,1632,0.77
4222,2018-03-01,RR1,19646,5418,0.72
4225,2018-03-01,RGQ,7005,964,0.86
4227,2018-03-01,RGP,5460,1049,0.81
4229,2018-03-01,RNQ,7538,2368,0.69
4233,2018-03-01,RC9,8859,283,0.97
4238,2018-03-01,RQ8,8347,1789,0.79
4240,2018-03-01,RD8,7208,1261,0.83
4242,2018-03-01,RM1,8650,3423,0.6
4244,2018-03-01,RGN,12154,3658,0.7
4246,2018-03-01,RNS,8355,1799,0.78
4251,2018-03-01,RX1,12169,4680,0.62
4258,2018-03-01,RXK,13805,3556,0.74
4261,2018-03-01,RK5,8296,1348,0.84
4263,2018-03-01,RXW,8661,3389,0.61
4268,2018-03-01,RJC,5592,937,0.83
4270,2018-03-01,RAJ,7473,1771,0.76
4273,2018-03-01,RNA,8425,2524,0.7
4275,2018-03-01,RQW,8546,3030,0.65
4276,2018-03-01,RCX,5539,1149,0.79
4277,2018-03-01,RL4,10985,2793,0.75
4279,2018-03-01,RWD,12445,4700,0.62
4281,2018-03-01,RRK,9936,2154,0.78
4282,2018-03-01,RKB,12177,3993,0.67
4285,2018-03-01,RWE,17906,5934,0.67
4287,2018-03-01,RJE,14321,4968,0.65
4290,2018-03-01,RBK,6607,2471,0.63
4293,2018-03-01,RWG,8410,2913,0.65
4295,2018-03-01,RGR,5642,904,0.84
4297,2018-03-01,RWP,10145,4387,0.57
4299,2018-03-01,RLQ,4740,1252,0.74
4301,2018-03-01,REM,7129,2697,0.62
4303,2018-03-01,RCF,5509,363,0.93
4304,2018-03-01,RBS,5477,153,0.97
4306,2018-03-01,RFF,7652,682,0.91
4307,2018-03-01,RXL,6244,3230,0.48
4309,2018-03-01,RMC,8927,2127,0.76
4311,2018-03-01,RAE,10053,2356,0.77
4315,2018-03-01,RWY,12114,1782,0.85
4316,2018-03-01,RLN,8319,1670,0.8
4319,2018-03-01,RJR,6172,1504,0.76
4321,2018-03-01,RXP,10716,1790,0.83
4323,2018-03-01,RP5,11106,926,0.92
4325,2018-03-01,RJN,4024,1160,0.71
4327,2018-03-01,RXR,8824,3442,0.61
4330,2018-03-01,RR7,7609,601,0.92
4332,2018-03-01,RCD,4240,369,0.91
4335,2018-03-01,RWA,11408,2876,0.75
4338,2018-03-01,RXN,6120,2860,0.53
4341,2018-03-01,RR8,16643,5866,0.65
4346,2018-03-01,R0A,21520,5369,0.75
4349,2018-03-01,RBT,5653,1663,0.71
4351,2018-03-01,RXF,20344,3742,0.82
4354,2018-03-01,RNL,7661,1327,0.83
4356,2018-03-01,RVW,3831,390,0.9
4360,2018-03-01,RJL,11723,2621,0.78
4362,2018-03-01,RTF,8316,1240,0.85
4366,2018-03-01,RW6,22409,5684,0.75
4370,2018-03-01,RQ6,7890,2801,0.64
4373,2018-03-01,RM3,8567,1646,0.81
4376,2018-03-01,RCU,4791,130,0.97
4378,2018-03-01,RHQ,9314,2985,0.68
4382,2018-03-01,RTR,10501,586,0.94
4384,2018-03-01,RE9,5255,498,0.91
4386,2018-03-01,RVY,6778,2062,0.7
4388,2018-03-01,RBN,9864,3187,0.68
4390,2018-03-01,RWJ,7342,2863,0.61
4392,2018-03-01,RMP,7303,1796,0.75
4394,2018-03-01,RTD,9785,1297,0.87
4397,2018-03-01,RFR,8220,1393,0.83
4399,2018-03-01,RTX,7594,2141,0.72
4402,2018-03-01,RWW,6526,2064,0.68
4405,2018-03-01,RBL,7513,2763,0.63
4409,2018-03-01,RRF,6882,2737,0.6
4411,2018-03-01,RCB,9291,2959,0.68
4413,2018-03-01,RTK,8443,1524,0.82
4419,2018-03-01,RXH,13069,2653,0.8
4423,2018-03-01,RXQ,6796,1877,0.72
4427,2018-03-01,RN7,9220,1923,0.79
4429,2018-03-01,RBD,3916,349,0.91
4432,2018-03-01,RVV,14381,4534,0.68
4434,2018-03-01,RXC,10279,1543,0.85
4439,2018-03-01,RDU,20180,3409,0.83
4441,2018-03-01,RTE,12149,1587,0.87
4442,2018-03-01,RN3,6333,1826,0.71
4444,2018-03-01,RN5,9498,2033,0.79
4448,2018-03-01,R1F,3859,821,0.79
4451,2018-03-01,RWF,12790,1607,0.87
4453,2018-03-01,RPA,7885,2697,0.66
